sno,h,sub_h,link
12,10 of family among 11 killed in truck-SUV collision in Balod,,https://timesofindia.indiatimes.com/city/raipur/10-of-family-among-11-killed-in-truck-suv-collision-in-balod/articleshow/100000135.cms
13,"Three of family killed, 3 injured in Road accident",,https://timesofindia.indiatimes.com/city/raipur/three-of-family-killed-3-injured-in-road-accident/articleshow/99859044.cms
14,11 including 10 members of a family killed in Chhattisgarh road mishap,"Eleven people, including two children between the ages of one and three, and five women, were killed in a fierce road mishap that occurred in Balod, 80km from the state capital Raipur, on Wednesday night. Ten out of the eleven victims belonged to one family.",https://timesofindia.indiatimes.com/city/raipur/10-killed-in-collision-between-car-and-truck-in-chhattisgarhs-balod/articleshow/99972886.cms
15,35-year-old woman killed in Road accident,,https://timesofindia.indiatimes.com/city/raipur/35-year-old-woman-killed-in-road-accident/articleshow/99627981.cms
16,"One killed, another injured in Road accidents across capital",,https://timesofindia.indiatimes.com/city/raipur/one-killed-another-injured-in-road-accidents-across-capital/articleshow/99746648.cms
17,One killed as trucks collide head-on at NH 30,,https://timesofindia.indiatimes.com/city/raipur/one-killed-as-trucks-collide-head-on-at-nh-30/articleshow/99021764.cms
18,3 killed in two Road accidents,,https://timesofindia.indiatimes.com/city/raipur/3-killed-in-two-road-accidents/articleshow/97633302.cms
19,17 killed in accidents across state during Holi,,https://timesofindia.indiatimes.com/city/raipur/17-killed-in-accidents-across-state-during-holi/articleshow/98555610.cms
20,Couple returning from wedding killed in road crash in Chhattisgarh’s Durg,A couple died after their scooter collided head-on with a car on the bridge over Shivnath river in Chhattisgarh’s Durg on Saturday night.,https://timesofindia.indiatimes.com/city/raipur/couple-returning-from-wedding-killed-in-road-crash-in-chhattisgarhs-durg/articleshow/96831167.cms
21,"Woman killed, husband injured in Road accident","A married woman was killed and her husband severely injured after a speeding trailer knocked them down near bhaisma chowk in Korba district on Saturday. The victims, Kenia Bai and Pyare Lal, residents of Nehru Nagar in Batari were returning home after attending a family function according to the police. The trailer smashed the two-wheeler and Kenia Bai came under the wheels of the trailer due to the impact she died on the spot while her husband sustained injuries. The Urga police officials registered a case of hitandrun and also booked a case against the trailer driver who has been absconding. The dead body was sent for the autopsy while the injured husband is admitted in the nearby district hospital. Meanwhile, local gathered near the accident side and staged a demostations to protest the frequent accidents in the area.",https://timesofindia.indiatimes.com/city/raipur/woman-killed-husband-injured-in-road-accident/articleshow/97217637.cms
22,3 killed in separate Road accidents in Korba,"A five-year-old boy and two adults died in two accidents in Chhattisgarh on Monday evening. In the first accident, a speeding trailer driver hit a car, injuring a secl worker and killing him. In the second accident, a father and son died after they were hit by a car.",https://timesofindia.indiatimes.com/city/raipur/3-killed-in-separate-road-accidents-in-korba/articleshow/97077003.cms
23,Two killed in Road accidents in Durg,Two persons died in two separate Road accidents while one was severely injured at the same place on Sunday morning in Bhilai-3 police station area of Durg district.,https://timesofindia.indiatimes.com/city/raipur/two-killed-in-road-accidents-in-durg/articleshow/96331168.cms
24,2 youth killed as bike hits speeding truck in Durg,"Two people were killed in a Road accident near Anda Poloce station in Durg on Tuesday night. The victims were returning from an event when their bike got dashed by a speeding truck at a blind turn in Itwari market road. The deceased have been identified as Keval Patel 23 and Parmanand Thakur 25. According to the police, he vehicles collided headon killing both of them on spot. The duo was drunk and was driving at speed. When they suddenly saw the truck coming toward them, their bike got uncontrollable and they got hit by the speeding truck. Besides the victims were not wearing helmets.",https://timesofindia.indiatimes.com/city/raipur/2-youth-killed-as-bike-hits-speeding-truck-in-durg/articleshow/97539759.cms
25,Six die in separate Road accidents in Chhattisgarh,Six people were killed in three separate Road accidents in Gaurela-Pendra-Marwahi Mungeli and Mahasamund districts in the past 24 hours while three others in Chhattisgarh capital were wounded when their car overturned and fell on a divider on Monday.,https://timesofindia.indiatimes.com/city/raipur/six-die-in-road-accidents-in-chhattisgarh/articleshow/95362224.cms
26,Three of a family killed in Korba Road accident,"Three members, including a six-year-old girl, died and other two of a family were injured in a Road accident when their motorcycle was hit by a four-wheeler on the Gursia-Jatga road near Salihabhantha in Podi development of Korba district.",https://timesofindia.indiatimes.com/city/raipur/three-of-a-family-killed-in-korba-road-accident/articleshow/94929810.cms
27,"Chhattisgarh: Businessman killed, 2 friends critical in Road accident",A businessman accomapnied by 2 friends including a hight court advocate got severely injured when their car rammed into a parked truck near Sargaon on Monday. The trio was returning to Bilaspur and remained unattended for more than an hour.,https://timesofindia.indiatimes.com/city/raipur/bizman-killed-2-friends-critical-in-road-accident/articleshow/95218224.cms
28,"Frequent accidents at highway junction, Chhattisgarh HC seeks NHAI report","The National Highway Authority of India (NHAI) will submit its report on Sendri Junction, the accident-prone junction on the four-lane National Highway between Gharghoda and Kunkuri in Bilaspur, to the Chhattisgarh high court when the court will conduct its next hearing on suo moto public interest litigation on November 17.",https://timesofindia.indiatimes.com/city/raipur/frequent-accidents-at-highway-junction-chhattisgarh-hc-seeks-nhai-report/articleshow/94993285.cms
29,Two friends killed in Road accident,"In a tragic incident that took place in Patan of the Durg district, two friends died in a Road accident on Saturday at 9.30 in the night when their speeding bike crashed into a truck.",https://timesofindia.indiatimes.com/city/raipur/two-friends-killed-in-road-accident/articleshow/92944710.cms
30,"Two youths killed, one severely injured in Road accident","Two youths were killed and one person was severely injured in an accident that took place on Tuesday morning on Durg-Rajnandgaon bypass road after the car in which the three youths were travelling lost control, broke the divider, and collided with the truck coming from the opposite",https://timesofindia.indiatimes.com/city/raipur/two-youths-killed-one-severely-injured-in-road-accident/articleshow/93742292.cms
31,Four killed in Road accidents across Chhattisgarh,"Four persons including two women were dead and several injured in separate Road accidents in Bilaspur and Janjgir Champa district on Tuesday night. Eight women were rushed to CIMS, Bilaspur and among three others, condition of one is stated to be critical.",https://timesofindia.indiatimes.com/city/raipur/four-killed-in-road-accidents-across-cg/articleshow/92094497.cms
32,"Chhattisgarh: Two girls killed, 20 injured in Road accident","The accident took place on Saturday evening at Polmi ghat near Agarpani village under the Kukdur police station limits when the bus with more than 50 brick kiln labourers on-board, was heading to Bilaspur in Chhattisgarh from Sultanpur in Uttar Pradesh, an official said.",https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-two-girls-killed-20-injured-in-road-accident/articleshow/92470612.cms
33,"Raipur: 2 children, woman die in three Road accidents in a day",Two children and a woman died while four were severely injured in three separate Road accidents in the Durg district on Wednesday.,https://timesofindia.indiatimes.com/city/raipur/2-children-woman-die-in-three-road-accidents-in-a-day/articleshow/93511714.cms
34,Chhattisgarh: 18-yr-old killed in Road accident in Jamul,"An 18-year-old girl was killed and her uncle was severely injured after a tanker collided with a two-wheeler they were riding on, near Jamul in Durg district late on Wednesday evening.",https://timesofindia.indiatimes.com/city/raipur/18-yr-old-killed-in-road-accident/articleshow/92422251.cms
35,"One dead, nine severely injured in Road accident",A businessman died while nine others were severely injured in a Road accident after a collision between a bus and a car on the way from Raipur to Abhanpur on Friday.,https://timesofindia.indiatimes.com/city/raipur/one-dead-nine-severely-injured-in-road-accident/articleshow/91408473.cms
36,"Chhattisgarh: Five killed, 17 injured in tractor-truck collision",At least five people were killed and 17 others injured after a tractor collided with a truck in Gariaband district of Chhattisgarh on Tuesday evening.,https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-five-killed-17-injured-in-tractor-truck-collision/articleshow/90247794.cms
37,"1 student, 6 hurt in Road accident",One student was killed and six others were injured in a Road accident in the Balodabazar district. The students were going appear in an exam when their SUV overturned on the Balodabazar-Bhatapara road on Sunday.,https://timesofindia.indiatimes.com/city/raipur/1-student-6-hurt-in-road-accident/articleshow/88798290.cms
38,"14,980 lives lost in Road accidents in 3 years","A total of 14,980 people lost their lives and 34,291 persons were injured in Road accidents during the last three years, Chhattisgarh Home Minister Tamradwaj Sahu informed the Vidhan Sabha on Thursday.",https://timesofindia.indiatimes.com/city/raipur/14980-lives-lost-in-road-accidents-in-3-years/articleshow/90137287.cms
39,"Chhattisgarh: Five women, minor girl killed, 20 injured in Road accident","Six persons - five women and a minor girl - were killed and at least 20 others injured when the pick-up vehicle in which they were returning from a wedding collided head-on with a truck in Chhattisgarh's Raigarh district on Monday, police said.",https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-five-women-minor-girl-killed-20-injured-in-road-accident/articleshow/83931611.cms
40,"9,020 people died in Road accidents in two years: Chhattisgarh govt","A total of 9,020 people have died in Road accidents in Chhattisgarh in the last two years, the state government informed in the legislative Assembly on Wednesday.",https://timesofindia.indiatimes.com/city/raipur/9020-people-died-in-road-accidents-in-two-years-chhattisgarh-govt/articleshow/79925429.cms
41,Joint squad to identify accident-prone spots in Durg,"In a bid to reduce Road accidents in Durg district, the district administration recently formed a joint squad compri sing the engineering wing and RTO officials.",https://timesofindia.indiatimes.com/city/raipur/joint-squad-to-identify-accident-prone-spots-in-durg/articleshow/71874390.cms
